gene,trait,brainspanT2dSWL,brainspanT2dSum,brainspanT2dPval,coexpressionT2dSWL,coexpressionT2dSum,coexpressionT2dPval,cotransT2dSWL,cotransT2dSum,cotransT2dPval,goT2dSWL,goT2dSum,goT2dPval,gtexT2dSWL,gtexT2dSum,gtexT2dPval,interproT2dSWL,interproT2dSum,interproT2dPval,keggT2dSWL,keggT2dSum,keggT2dPval,literatureT2dSWL,literatureT2dSum,literatureT2dPval,ppiT2dSWL,ppiT2dSum,ppiT2dPval
BZRAP1,Alzheimer's disease,0.427289739915288,0.278267148603144,0.608695652173913,1.69380240607982,1.77269281627332,0.206521739130435,1.03255241337552,1.62639898738216,0.0978260869565217,10.417229339574,25.737755039891,0,1.50929761958518,1.9058305380628,0.0652173913043478,2.57941858578678,3.24927884842731,0.0108695652173913,0.886165903173002,1.45937068082325,0.195652173913043,3.16408545038439,5.06897704230007,0,1.27107770450938,1.85435083797005,0
BZRAP1-AS1,Alzheimer's disease,0.56579737972964,0.278267148603144,0.608695652173913,1.28859484424893,1.77269281627332,0.206521739130435,1.41109017129718,1.62639898738216,0.0978260869565217,12.466623457386,25.737755039891,0,2.03955429347634,1.9058305380628,0.0652173913043478,1.58732019677392,3.24927884842731,0.0108695652173913,1.22730531782265,1.45937068082325,0.195652173913043,2.43333053366387,5.06897704230007,0,1.16650135311773,1.85435083797005,0
C17orf96,Alzheimer's disease,0.417748464286506,0.278267148603144,0.608695652173913,1.08363579652497,1.77269281627332,0.206521739130435,1.04822985295002,1.62639898738216,0.0978260869565217,12.247117820125,25.737755039891,0,1.07537106441809,1.9058305380628,0.0652173913043478,1.70242656375199,3.24927884842731,0.0108695652173913,1.08838780936019,1.45937068082325,0.195652173913043,3.9818753794274,5.06897704230007,0,0.890811908652918,1.85435083797005,0
C9orf92,Alzheimer's disease,0.0697406578416806,0.278267148603144,0.608695652173913,1.01674181205076,1.77269281627332,0.206521739130435,1.55108962623093,1.62639898738216,0.0978260869565217,10.124589801794,25.737755039891,0,1.57737168693254,1.9058305380628,0.0652173913043478,1.58006250505067,3.24927884842731,0.0108695652173913,0.973441756520198,1.45937068082325,0.195652173913043,3.35990986157365,5.06897704230007,0,0.322229671986234,1.85435083797005,0
CD2AP,Alzheimer's disease,0.209361070077758,0.278267148603144,0.608695652173913,1.49266560825385,1.77269281627332,0.206521739130435,0.835361561071552,1.62639898738216,0.0978260869565217,9.549203370216,25.737755039891,0,1.50750294117947,1.9058305380628,0.0652173913043478,1.8330611594757,3.24927884842731,0.0108695652173913,0.917966122299279,1.45937068082325,0.195652173913043,2.33095236793398,5.06897704230007,0,0.890104175992863,1.85435083797005,0
CD33,Alzheimer's disease,0.284859723565198,0.278267148603144,0.608695652173913,1.90000570118964,1.77269281627332,0.206521739130435,0.910245675028559,1.62639898738216,0.0978260869565217,10.016522217094,25.737755039891,0,1.50157374124617,1.9058305380628,0.0652173913043478,1.64704957822834,3.24927884842731,0.0108695652173913,1.38747230946818,1.45937068082325,0.195652173913043,2.40119827521894,5.06897704230007,0,0.712853203374248,1.85435083797005,0
CELF1,Alzheimer's disease,0.139759508788793,0.278267148603144,0.608695652173913,1.15671140787292,1.77269281627332,0.206521739130435,1.51212265336263,1.62639898738216,0.0978260869565217,11.541693190572,25.737755039891,0,1.70896585321121,1.9058305380628,0.0652173913043478,2.12032824768879,3.24927884842731,0.0108695652173913,1.44913208388346,1.45937068082325,0.195652173913043,2.60053553080593,5.06897704230007,0,0.38245738531019,1.85435083797005,0
CLU,Alzheimer's disease,0.558342243256609,0.278267148603144,0.608695652173913,1.62897324751592,1.77269281627332,0.206521739130435,1.23595052231788,1.62639898738216,0.0978260869565217,11.367897134021,25.737755039891,0,1.36620046632055,1.9058305380628,0.0652173913043478,2.74010801645415,3.24927884842731,0.0108695652173913,1.01533472911005,1.45937068082325,0.195652173913043,2.73243845172154,5.06897704230007,0,0.478752243810864,1.85435083797005,0
CNTNAP2,Alzheimer's disease,0.348007806444825,0.278267148603144,0.608695652173913,2.37545513988041,1.77269281627332,0.206521739130435,1.25486279137043,1.62639898738216,0.0978260869565217,8.214670726213,25.737755039891,0,1.08151623318764,1.9058305380628,0.0652173913043478,2.07106764612359,3.24927884842731,0.0108695652173913,1.55604056222652,1.45937068082325,0.195652173913043,3.30454034237132,5.06897704230007,0,1.09573829058522,1.85435083797005,0
CR1,Alzheimer's disease,0.421948724792692,0.278267148603144,0.608695652173913,1.69821642728897,1.77269281627332,0.206521739130435,0.88723000428371,1.62639898738216,0.0978260869565217,11.075795347786,25.737755039891,0,0.944191504569734,1.9058305380628,0.0652173913043478,1.72663335385812,3.24927884842731,0.0108695652173913,0.752465732699111,1.45937068082325,0.195652173913043,2.69425969078696,5.06897704230007,0,1.05216407537056,1.85435083797005,0
D21S2088E,Alzheimer's disease,0.217622494537415,0.278267148603144,0.608695652173913,1.56016386227781,1.77269281627332,0.206521739130435,1.49908752945501,1.62639898738216,0.0978260869565217,12.780917964536,25.737755039891,0,2.09377196611215,1.9058305380628,0.0652173913043478,2.1958486630396,3.24927884842731,0.0108695652173913,1.17142133705312,1.45937068082325,0.195652173913043,3.59627954501811,5.06897704230007,0,1.2018025860515,1.85435083797005,0
DISC1,Alzheimer's disease,0.209361070077758,0.278267148603144,0.608695652173913,2.03534038013537,1.77269281627332,0.206521739130435,0.965723160825209,1.62639898738216,0.0978260869565217,10.401691340381,25.737755039891,0,1.03921822942775,1.9058305380628,0.0652173913043478,2.51146184808879,3.24927884842731,0.0108695652173913,1.52043287789955,1.45937068082325,0.195652173913043,3.71775470049115,5.06897704230007,0,1.15009181862248,1.85435083797005,0
ECHDC3,Alzheimer's disease,0.348981482313834,0.278267148603144,0.608695652173913,2.10760722677586,1.77269281627332,0.206521739130435,1.42157792445683,1.62639898738216,0.0978260869565217,12.266932712207,25.737755039891,0,1.82407971835514,1.9058305380628,0.0652173913043478,2.10265839672143,3.24927884842731,0.0108695652173913,0.940005603120636,1.45937068082325,0.195652173913043,2.39350823722383,5.06897704230007,0,0.289565087675146,1.85435083797005,0
EPHA1,Alzheimer's disease,0.358800641913065,0.278267148603144,0.608695652173913,1.42630133596641,1.77269281627332,0.206521739130435,1.86428612840882,1.62639898738216,0.0978260869565217,9.439563013892,25.737755039891,0,1.36534358479353,1.9058305380628,0.0652173913043478,2.93042256809976,3.24927884842731,0.0108695652173913,1.44974453101441,1.45937068082325,0.195652173913043,3.89877656876435,5.06897704230007,0,0.839443443054968,1.85435083797005,0
EXOC3L2,Alzheimer's disease,0.285694302881491,0.278267148603144,0.608695652173913,1.83297642101398,1.77269281627332,0.206521739130435,0.915075483958975,1.62639898738216,0.0978260869565217,9.798299090305,25.737755039891,0,1.45086514755833,1.9058305380628,0.0652173913043478,2.41907493762648,3.24927884842731,0.0108695652173913,1.19486001566399,1.45937068082325,0.195652173913043,3.35183338889962,5.06897704230007,0,0.844547284353569,1.85435083797005,0
FAM113B,Alzheimer's disease,0.0738018217951517,0.278267148603144,0.608695652173913,1.42955218857776,1.77269281627332,0.206521739130435,1.24996599796026,1.62639898738216,0.0978260869565217,12.831139166881,25.737755039891,0,1.45179706158163,1.9058305380628,0.0652173913043478,2.03268711470501,3.24927884842731,0.0108695652173913,1.52637763820728,1.45937068082325,0.195652173913043,3.02815077861133,5.06897704230007,0,0.464801744261418,1.85435083797005,0
FANCD2,Alzheimer's disease,0.44061398639211,0.278267148603144,0.608695652173913,1.69592790302309,1.77269281627332,0.206521739130435,1.38200681599896,1.62639898738216,0.0978260869565217,15.730101449856,25.737755039891,0,2.26188690179302,1.9058305380628,0.0652173913043478,2.28789518677886,3.24927884842731,0.0108695652173913,0.949590192940503,1.45937068082325,0.195652173913043,3.24035615612785,5.06897704230007,0,0.479520201798258,1.85435083797005,0
FANCD2OS,Alzheimer's disease,0.217622494537415,0.278267148603144,0.608695652173913,1.02044798209327,1.77269281627332,0.206521739130435,1.02421244860879,1.62639898738216,0.0978260869565217,9.834576676316,25.737755039891,0,1.51431803929001,1.9058305380628,0.0652173913043478,1.92111823106707,3.24927884842731,0.0108695652173913,1.63912713846992,1.45937068082325,0.195652173913043,3.20210355002688,5.06897704230007,0,0.827864532636946,1.85435083797005,0
FBXL13,Alzheimer's disease,0.140176798446939,0.278267148603144,0.608695652173913,1.08755221423316,1.77269281627332,0.206521739130435,1.52924643275892,1.62639898738216,0.0978260869565217,12.659567130501,25.737755039891,0,1.78687840758863,1.9058305380628,0.0652173913043478,1.82672474264885,3.24927884842731,0.0108695652173913,1.06411587171857,1.45937068082325,0.195652173913043,4.00395108855627,5.06897704230007,0,1.06957531957616,1.85435083797005,0
FLJ37543,Alzheimer's disease,0.34912057886655,0.278267148603144,0.608695652173913,1.28930872877494,1.77269281627332,0.206521739130435,1.25440351188694,1.62639898738216,0.0978260869565217,14.822334878339,25.737755039891,0,1.43679920260558,1.9058305380628,0.0652173913043478,2.54674706969415,3.24927884842731,0.0108695652173913,0.985606769891518,1.45937068082325,0.195652173913043,3.45005606506308,5.06897704230007,0,0.821399666992092,1.85435083797005,0
FRMD4A,Alzheimer's disease,0.278962631366723,0.278267148603144,0.608695652173913,2.03855215993464,1.77269281627332,0.206521739130435,1.55915534688398,1.62639898738216,0.0978260869565217,12.277892196899,25.737755039891,0,1.19498280286453,1.9058305380628,0.0652173913043478,2.74988865921691,3.24927884842731,0.0108695652173913,1.27382128409329,1.45937068082325,0.195652173913043,2.94013009450401,5.06897704230007,0,0.501234324475071,1.85435083797005,0
HBEGF,Alzheimer's disease,0.294289884835948,0.278267148603144,0.608695652173913,1.29098122913325,1.77269281627332,0.206521739130435,1.44342581916331,1.62639898738216,0.0978260869565217,11.520403943878,25.737755039891,0,1.35233384034428,1.9058305380628,0.0652173913043478,1.68207348664096,3.24927884842731,0.0108695652173913,1.19160203604366,1.45937068082325,0.195652173913043,3.56378255592616,5.06897704230007,0,0.838386611858169,1.85435083797005,0
HLA-DRB5,Alzheimer's disease,0.280770577417043,0.278267148603144,0.608695652173913,1.55699514710028,1.77269281627332,0.206521739130435,1.64406683688197,1.62639898738216,0.0978260869565217,10.441258726422,25.737755039891,0,1.44825068259764,1.9058305380628,0.0652173913043478,1.69158520683647,3.24927884842731,0.0108695652173913,1.20564908667685,1.45937068082325,0.195652173913043,3.05782970960984,5.06897704230007,0,0.825482740030952,1.85435083797005,0
KBTBD8,Alzheimer's disease,0.139620412236077,0.278267148603144,0.608695652173913,1.22657643420183,1.77269281627332,0.206521739130435,1.15830638218494,1.62639898738216,0.0978260869565217,8.666297089945,25.737755039891,0,1.09795865856206,1.9058305380628,0.0652173913043478,2.32009530491072,3.24927884842731,0.0108695652173913,1.71214748977406,1.45937068082325,0.195652173913043,2.37479119667962,5.06897704230007,0,0.643440961713214,1.85435083797005,0
KLHL4,Alzheimer's disease,0.347729613339394,0.278267148603144,0.608695652173913,1.01670105047958,1.77269281627332,0.206521739130435,1.57797707936918,1.62639898738216,0.0978260869565217,10.706106109961,25.737755039891,0,1.31033129799481,1.9058305380628,0.0652173913043478,1.7051040492433,3.24927884842731,0.0108695652173913,0.921288056599053,1.45937068082325,0.195652173913043,3.92060480047547,5.06897704230007,0,0.703666289036787,1.85435083797005,0
LHX1,Alzheimer's disease,0.350093945600576,0.278267148603144,0.608695652173913,1.28730973955436,1.77269281627332,0.206521739130435,1.12804444828045,1.62639898738216,0.0978260869565217,14.293809509918,25.737755039891,0,1.10416521513334,1.9058305380628,0.0652173913043478,2.34415647064195,3.24927884842731,0.0108695652173913,0.985157957129012,1.45937068082325,0.195652173913043,3.68050298472673,5.06897704230007,0,1.38718533467514,1.85435083797005,0
LINC00158,Alzheimer's disease,0.48832370144448,0.278267148603144,0.608695652173913,1.14925343000163,1.77269281627332,0.206521739130435,1.00793883593217,1.62639898738216,0.0978260869565217,13.186048881796,25.737755039891,0,1.02475843980175,1.9058305380628,0.0652173913043478,2.15456917006265,3.24927884842731,0.0108695652173913,1.73801175558319,1.45937068082325,0.195652173913043,3.31741494978063,5.06897704230007,0,0.803376297878355,1.85435083797005,0
LINC00515,Alzheimer's disease,0.150441229899001,0.278267148603144,0.608695652173913,1.97050737723662,1.77269281627332,0.206521739130435,1.38802686052295,1.62639898738216,0.0978260869565217,15.036170543462,25.737755039891,0,1.5852278908539,1.9058305380628,0.0652173913043478,1.98043409424884,3.24927884842731,0.0108695652173913,1.00651273811002,1.45937068082325,0.195652173913043,3.34446467348885,5.06897704230007,0,0.570283517099448,1.85435083797005,0
LINC00634,Alzheimer's disease,0.0694624647362494,0.278267148603144,0.608695652173913,1.15547950171097,1.77269281627332,0.206521739130435,1.3167086417058,1.62639898738216,0.0978260869565217,12.422538138044,25.737755039891,0,1.42266902403566,1.9058305380628,0.0652173913043478,1.80351679008386,3.24927884842731,0.0108695652173913,1.31801100157084,1.45937068082325,0.195652173913043,3.12765874511248,5.06897704230007,0,0.893259710939626,1.85435083797005,0
LOC101928519,Alzheimer's disease,0.210612629917215,0.278267148603144,0.608695652173913,1.6252780655053,1.77269281627332,0.206521739130435,1.32485879500662,1.62639898738216,0.0978260869565217,9.910052811466,25.737755039891,0,1.44447036116708,1.9058305380628,0.0652173913043478,2.19124268850653,3.24927884842731,0.0108695652173913,1.19427723663785,1.45937068082325,0.195652173913043,3.450479422325,5.06897704230007,0,0.780425004070704,1.85435083797005,0
MAP4K4,Alzheimer's disease,0.209361070077758,0.278267148603144,0.608695652173913,1.35506568789665,1.77269281627332,0.206521739130435,0.818305064929595,1.62639898738216,0.0978260869565217,10.76781849921,25.737755039891,0,1.29095276526812,1.9058305380628,0.0652173913043478,2.02413207522445,3.24927884842731,0.0108695652173913,1.10239299226671,1.45937068082325,0.195652173913043,3.48459824289121,5.06897704230007,0,0.712031144669028,1.85435083797005,0
MAPK7,Alzheimer's disease,0.140315894999655,0.278267148603144,0.608695652173913,1.82845946295685,1.77269281627332,0.206521739130435,1.56449232208639,1.62639898738216,0.0978260869565217,8.367011817619,25.737755039891,0,1.24899149078671,1.9058305380628,0.0652173913043478,2.58434147581981,3.24927884842731,0.0108695652173913,1.22865972827775,1.45937068082325,0.195652173913043,3.04216523361783,5.06897704230007,0,1.04801499265078,1.85435083797005,0
MAPT,Alzheimer's disease,0.0694624647362494,0.278267148603144,0.608695652173913,1.96460292747619,1.77269281627332,0.206521739130435,1.10687628109901,1.62639898738216,0.0978260869565217,10.576155943096,25.737755039891,0,1.00791444764489,1.9058305380628,0.0652173913043478,3.05135942524761,3.24927884842731,0.0108695652173913,0.731283819084938,1.45937068082325,0.195652173913043,3.75655440256317,5.06897704230007,0,0.630851486510019,1.85435083797005,0
MEF2C,Alzheimer's disease,0.13920312257793,0.278267148603144,0.608695652173913,1.69968131804457,1.77269281627332,0.206521739130435,1.99063860116508,1.62639898738216,0.0978260869565217,9.90049145108,25.737755039891,0,1.2535003463251,1.9058305380628,0.0652173913043478,1.86261061394453,3.24927884842731,0.0108695652173913,0.821973448699272,1.45937068082325,0.195652173913043,2.91478253291595,5.06897704230007,0,0.621321930085457,1.85435083797005,0
MIR302F,Alzheimer's disease,0.285277013223344,0.278267148603144,0.608695652173913,1.28944916517828,1.77269281627332,0.206521739130435,1.34183338865217,1.62639898738216,0.0978260869565217,13.090397249969,25.737755039891,0,1.17165470548898,1.9058305380628,0.0652173913043478,1.89509213438472,3.24927884842731,0.0108695652173913,1.14476372011226,1.45937068082325,0.195652173913043,2.83146443434606,5.06897704230007,0,0.273573051606322,1.85435083797005,0
MMP12,Alzheimer's disease,0.557786166180729,0.278267148603144,0.608695652173913,1.35704388193302,1.77269281627332,0.206521739130435,1.0337261691494,1.62639898738216,0.0978260869565217,11.919284550759,25.737755039891,0,1.38501433940326,1.9058305380628,0.0652173913043478,2.11770995567632,3.24927884842731,0.0108695652173913,0.795191599280966,1.45937068082325,0.195652173913043,2.35995173118043,5.06897704230007,0,0.633911405288755,1.85435083797005,0
MMP3,Alzheimer's disease,0.209500166630473,0.278267148603144,0.608695652173913,1.69158901637248,1.77269281627332,0.206521739130435,1.4815572279412,1.62639898738216,0.0978260869565217,13.313971197157,25.737755039891,0,1.30094071357378,1.9058305380628,0.0652173913043478,2.20396923961351,3.24927884842731,0.0108695652173913,0.980428826779276,1.45937068082325,0.195652173913043,3.51908179410461,5.06897704230007,0,0.64003840084748,1.85435083797005,0
MRPL39,Alzheimer's disease,0.429542957818439,0.278267148603144,0.608695652173913,1.0872134279719,1.77269281627332,0.206521739130435,1.70261837040745,1.62639898738216,0.0978260869565217,9.027220351812,25.737755039891,0,1.69419190763592,1.9058305380628,0.0652173913043478,1.78598065658833,3.24927884842731,0.0108695652173913,0.713488203110419,1.45937068082325,0.195652173913043,4.03617889619898,5.06897704230007,0,0.777229999417883,1.85435083797005,0
MS4A,Alzheimer's disease,0.426872450257141,0.278267148603144,0.608695652173913,1.35785659211713,1.77269281627332,0.206521739130435,1.28726395531879,1.62639898738216,0.0978260869565217,11.461826859228,25.737755039891,0,1.22444890080585,1.9058305380628,0.0652173913043478,2.10513903655478,3.24927884842731,0.0108695652173913,1.16934455672271,1.45937068082325,0.195652173913043,2.63095914165089,5.06897704230007,0,0.751560059478568,1.85435083797005,0
MS4A2,Alzheimer's disease,0.140315894999655,0.278267148603144,0.608695652173913,1.35665003696475,1.77269281627332,0.206521739130435,1.55541436575966,1.62639898738216,0.0978260869565217,7.783120097412,25.737755039891,0,1.57438684666535,1.9058305380628,0.0652173913043478,1.765097631551,3.24927884842731,0.0108695652173913,0.972274664089262,1.45937068082325,0.195652173913043,2.00824894395086,5.06897704230007,0,0.953068228765164,1.85435083797005,0
MS4A3,Alzheimer's disease,0.0715486038920008,0.278267148603144,0.608695652173913,1.8998809815071,1.77269281627332,0.206521739130435,1.20722651008745,1.62639898738216,0.0978260869565217,10.823843961815,25.737755039891,0,1.02965033564624,1.9058305380628,0.0652173913043478,2.78407705876909,3.24927884842731,0.0108695652173913,0.855721645312421,1.45937068082325,0.195652173913043,2.91697316439235,5.06897704230007,0,0.312362245475647,1.85435083797005,0
MS4A4E,Alzheimer's disease,0.209082876972326,0.278267148603144,0.608695652173913,1.69187564511191,1.77269281627332,0.206521739130435,0.979019450204758,1.62639898738216,0.0978260869565217,12.231684054404,25.737755039891,0,1.37852631551347,1.9058305380628,0.0652173913043478,1.97317501050367,3.24927884842731,0.0108695652173913,1.14795660760016,1.45937068082325,0.195652173913043,2.9765198771927,5.06897704230007,0,0.767296563226581,1.85435083797005,0
MS4A6A,Alzheimer's disease,0.209361070077758,0.278267148603144,0.608695652173913,1.69352015164365,1.77269281627332,0.206521739130435,1.14568720139293,1.62639898738216,0.0978260869565217,10.50990497552,25.737755039891,0,1.28725155077814,1.9058305380628,0.0652173913043478,2.13663926171458,3.24927884842731,0.0108695652173913,1.15054923666421,1.45937068082325,0.195652173913043,3.86222612478353,5.06897704230007,0,1.07093634392262,1.85435083797005,0
MSRA,Alzheimer's disease,0.418583043602799,0.278267148603144,0.608695652173913,0.880379260494166,1.77269281627332,0.206521739130435,0.910155143616881,1.62639898738216,0.0978260869565217,8.641858961299,25.737755039891,0,2.04667349962438,1.9058305380628,0.0652173913043478,2.32218688266368,3.24927884842731,0.0108695652173913,1.09918052064795,1.45937068082325,0.195652173913043,2.94484789859316,5.06897704230007,0,0.709110386422003,1.85435083797005,0
MYO16,Alzheimer's disease,0.146073890645414,0.278267148603144,0.608695652173913,1.35756916019708,1.77269281627332,0.206521739130435,1.10197800847747,1.62639898738216,0.0978260869565217,12.545775290788,25.737755039891,0,1.59692084955783,1.9058305380628,0.0652173913043478,1.72533769685039,3.24927884842731,0.0108695652173913,1.20209530739566,1.45937068082325,0.195652173913043,4.49678833552476,5.06897704230007,0,0.699255549386473,1.85435083797005,0
NDUFAF6,Alzheimer's disease,0.279379921024869,0.278267148603144,0.608695652173913,1.56085225189038,1.77269281627332,0.206521739130435,1.08320294326495,1.62639898738216,0.0978260869565217,11.202790726718,25.737755039891,0,1.59914790659515,1.9058305380628,0.0652173913043478,1.89133264643306,3.24927884842731,0.0108695652173913,1.37180677134849,1.45937068082325,0.195652173913043,3.31859820544068,5.06897704230007,0,1.08578750133327,1.85435083797005,0
NME8,Alzheimer's disease,0.280353287758896,0.278267148603144,0.608695652173913,1.02274977135704,1.77269281627332,0.206521739130435,0.848064896460383,1.62639898738216,0.0978260869565217,10.267085610847,25.737755039891,0,1.47451770752915,1.9058305380628,0.0652173913043478,1.97497861477921,3.24927884842731,0.0108695652173913,0.894639532828753,1.45937068082325,0.195652173913043,3.81434905970087,5.06897704230007,0,0.400490957898497,1.85435083797005,0
NR,Alzheimer's disease,0.49588964314056,0.278267148603144,0.608695652173913,1.15058156210484,1.77269281627332,0.206521739130435,1.06812466599269,1.62639898738216,0.0978260869565217,14.110503312968,25.737755039891,0,1.86286071739263,1.9058305380628,0.0652173913043478,1.76003112878134,3.24927884842731,0.0108695652173913,1.07852829925456,1.45937068082325,0.195652173913043,3.27264907586484,5.06897704230007,0,0.770031201394143,1.85435083797005,0
PAX2,Alzheimer's disease,0.352625356609159,0.278267148603144,0.608695652173913,1.08013872403931,1.77269281627332,0.206521739130435,1.0444970858847,1.62639898738216,0.0978260869565217,12.229574599646,25.737755039891,0,2.27136370749353,1.9058305380628,0.0652173913043478,2.04984118679657,3.24927884842731,0.0108695652173913,1.13888169602392,1.45937068082325,0.195652173913043,3.33245199915528,5.06897704230007,0,0.783981700943589,1.85435083797005,0
PAX5,Alzheimer's disease,0.282578523467363,0.278267148603144,0.608695652173913,1.3568807917296,1.77269281627332,0.206521739130435,1.25038058296392,1.62639898738216,0.0978260869565217,9.592732622849,25.737755039891,0,1.51344743115537,1.9058305380628,0.0652173913043478,1.45001257362196,3.24927884842731,0.0108695652173913,1.90899484674248,1.45937068082325,0.195652173913043,2.55027025037136,5.06897704230007,0,0.670041161793298,1.85435083797005,0
PCDH11X,Alzheimer's disease,0.279519017577585,0.278267148603144,0.608695652173913,1.96623019603642,1.77269281627332,0.206521739130435,1.82942338948045,1.62639898738216,0.0978260869565217,8.788921459755,25.737755039891,0,1.41450321527274,1.9058305380628,0.0652173913043478,2.16705181789443,3.24927884842731,0.0108695652173913,0.774639922791033,1.45937068082325,0.195652173913043,4.82924869027085,5.06897704230007,0,0.860881962509704,1.85435083797005,0
PFDN1,Alzheimer's disease,0.348425096102972,0.278267148603144,0.608695652173913,1.83861157686495,1.77269281627332,0.206521739130435,1.70977257119571,1.62639898738216,0.0978260869565217,11.933031006763,25.737755039891,0,2.29347802888401,1.9058305380628,0.0652173913043478,1.97067770152588,3.24927884842731,0.0108695652173913,1.63369440337108,1.45937068082325,0.195652173913043,3.02718681085783,5.06897704230007,0,0.715981517834082,1.85435083797005,0
